content,timestamp,title
,责任编辑：yhao,人行山西省兴县支行推动金融精准扶贫
,责任编辑：liang,厦门街头“金砖”气氛渐浓
,责任编辑：liang,浙江桐庐芦茨村：“滤”水“清”山变金山银山
"
　　“出了火车站，不用等公交，不用和别人抢出租车，上地铁就能走，方便！”刚从外地探亲归来的张女士从哈尔滨西站下火车，选择乘坐新开通的地铁3号线回家。“车站明亮、宽敞，列车平稳、快捷，真不错！”她对新地铁赞不绝口。作为哈尔滨推进供给侧结构性改革的一项重点工作，发展城市轨道交通受到市民的广泛关注。在国家开发银行的大力支持下，今年，哈尔滨地铁3号线一期正式通车，冰城地铁由此进入“换乘”时代，这座城市的公共基础设施水平也得到进一步提升。
　　国开行党委书记、董事长胡怀邦曾表示，供给侧结构性改革是正确认识新常态后选择的经济治理药方，为破解中国经济深层难题、激发内生动力指明了方向，也是做好新形势下国开行经营发展工作的重要指针，国开行要围绕“三去一降一补”五大重点任务精准发力。
　　哈尔滨地铁3号线正是国开行在各地支持供给侧结构性改革、助力补齐发展短板的案例之一。2016年，国开行以服务供给侧结构性改革为主线，在落实“三去一降一补”五大任务方面都取得了积极成效。去产能方面，压减煤炭、钢铁行业授信，钢铁贷款余额较年初减少；去库存方面，发放棚改货币化安置贷款5435亿元，助力消化存量商品房；去杠杆方面，积极稳妥推进专项基金业务，加强投贷协同；降成本方面，减免中间业务收费约30亿元；补短板方面，加大对扶贫、棚改、科技创新、生态环保、基础设施等领域的支持力度。在《金融时报》与中国社科院金融研究所共同主办的2016年度“中国金融机构金牌榜”评选活动中，国开行荣获“年度服务供给侧改革银行”称号。
　　助力打赢脱贫攻坚战 
　　“人逢喜事精神爽，公路一通财源广”，四川省沐川县永福镇的这条标语道出了村民的心声。今年猕猴桃上市季节，该镇猕猴桃专业合作社的10吨有机猕猴桃通过微信等互联网平台销售一空，而由于仁沐新高速仁寿至井研段在国开行的贷款支持下，于去年底如期通车，往年困扰果农的运输难题得到有效解决。
　　在全国各地，越来越多贫困百姓体验到沐川县果农的这种喜悦。打赢脱贫攻坚战是补齐民生短板的重要方面，更事关全面建成小康社会的成败。2016年，国开行成立扶贫金融事业部，以扶智建制为引领，通过组建“集团军”、签订“军令状”、实施“易地扶贫搬迁到省、基础设施到县、产业发展到村（户）、教育资助到户（人）”四到路线图、派驻扶贫金融专员等举措，实现脱贫攻坚精彩开局，全年发放精准扶贫贷款3153亿元。在湖南，国开行配合财政整合涉农资金，系统性支持贫困县村组道路、安全饮水、环境整治、危房改造等农村基础设施重点项目，打通农村基础设施“最后一公里”，评审授信超过200亿元，覆盖36个贫困县。在广西，国开行累计发放助学贷款突破100亿元，帮助超过77万贫困学子圆了大学梦。
　　今年的中央“1号文件”提出，要加快农村金融创新，支持国家开发银行创新信贷投放方式。国开行随即出台贯彻意见，从支持农业供给侧结构性改革、支持培育农业农村发展新动能、积极开展农业融资模式创新等方面着眼，提出十余项创新农业投融资模式、加大对农业农村发展支持力度的举措。这既是国开行服务农业供给侧改革的实际行动，也是该行今年继续加大力度支持脱贫攻坚的一个切入点。2017年，国开行将继续用心用情用力做好扶贫开发工作，推进易地扶贫搬迁，支持基础设施改善，加大产业扶贫力度，着力教育、健康扶贫，推动金融脱贫攻坚示范点建设和推广，加强银政合作、定点扶贫合作和东西部扶贫协作机制建设，全年计划发放扶贫贷款不低于4000亿元。
　　担当棚改融资主渠道 
　　“淳安棚改有戏了！”这是去年11月，浙江省淳安县棚改项目获得国开行棚改贷款支持后，3500多户棚户区居民说得最多的一句话。上世纪50年代，为建造新安江水电站，当时的淳安县城搬迁到排岭山上。由于条件有限，生活小区基本都是土木结构的板棚房，县城周边的农村建筑则大多为土墙干打垒。随着城市发展，这些建筑如今成了“城中村”、“棚户区”，居民们的生活条件亟需改善。国开行及时伸出援手，贷款8.8亿元支持淳安棚改，帮助这里的居民尽快搬进宽敞明亮的新居。
　　淳安的居民既不是国开行棚改贷款的第一批受益群众，也不会是最后一批。棚户区改造既是“补短板”的重要举措，又是“去库存”的重要领域。自2005年以来，国开行充分发挥开发性金融优势，助力全国各地棚户区改造。2016年，国开行积极发挥棚改融资主渠道作用，全年发放棚改贷款9725亿元。截至目前，国开行棚改贷款余额约占银行业金融机构贷款余额的75%，有效保障棚改续建及新开工项目资金需求。例如，在河北，国开行按照新预算法要求，结合项目实际，研究提出在张家口创新开展市带县区政府购买棚改服务模式，破解棚改项目融资难题。目前已发放棚改贷款近110亿元，为改善张家口城市面貌，迎接2020年冬奥会作出贡献。在陕西，国开行2016年发放棚改贷款超过500亿元，占全省棚改投资比例超过60%，为推进国有工矿棚改项目实施注入强劲动力。
　　2017年，国开行将继续发挥好棚改融资主渠道作用，一方面，集中资源，全力做好棚改项目资金支持，满足棚改续建及2017年600万套新开工项目的资金需求；另一方面，结合各地财力状况，按照量力而行原则，合理安排棚改项目融资，为各地有序开展棚改做好融智服务，确保资金用在刀刃上。同时，国开行将因城施策，做好棚改与去库存的衔接。对于商品住房库存量较大、市场房源充足的三、四线城市，该行将大力支持采用货币化安置的项目。
　　为实体经济发展注入动力 
　　秦升益是北京一家科创企业的负责人，他的公司主要从事海绵透水砖的研发。随着企业规模的扩大，资金和业务扩展出现了瓶颈。在这个时候，国开行支持科技创新企业的“投贷联动”业务向他伸出了援手。去年年底，国开行率先向秦升益的企业发放投贷联动支持资金，打通了其资金瓶颈，并为企业发展提供了宝贵的智力支持。“一般的PE投资，仅仅是可以提供资金，但我更需要能够帮助我们整合社会资源、开拓市场的融智支持，国开行的投贷联动就具备这种功能。”秦升益如是评价。
　　目前，国开行已经成为支持科技创新的主力银行，为集成电路、平板显示、航空装备等战略性新兴产业发展提供融资融智支持，有力支持补齐科技创新短板。截至2016年末，该行累计对科技创新领域提供融资总量7756亿元。同时，国开行已经与工信部签署战略合作协议，“十三五”期间将提供不少于3000亿元融资总量助力“中国制造2025”战略的实施。
　　让金融资源更多地进入实体经济，是党中央国务院作出的重大决策部署，也是国开行一直以来努力的方向。除科技创新外，新型城镇化、国际产能合作等领域发展，都得到了开发性金融的鼎力支持。
　　2016年，国开行融资支持城市轨道交通、城市地下综合管廊、海绵城市、特色小镇等重点领域，发放新型城镇化贷款1.59万亿元。融资支持铁路、水利项目建设，发放中铁总系统贷款942亿元，发放水利贷款811亿元。京滨城际铁路、成都天府国际机场等一大批重大基础设施项目得以顺利推进，都离不开国开行的融资支持。
　　为推动国际产能合作，支持实业企业“走出去”，国开行设立澜沧江——湄公河国际产能等专项贷款，助力流域沿线国家产能合作；支持华为、中兴、海螺水泥、恒逸石化、河北钢铁、青山集团等一批中国企业赴海外投资建厂和出口设备；参与埃及苏伊士、中白工业园、中老、中印尼等一批境外产业园区建设，推动国际产能合作抱团出海。
　　2017年，国开行将围绕国家重点投资领域和“十三五”重大工程项目，建立全行专项协调推进机制，推动重大工程落地实施，加大对重点行业和重点国家的国际产能合作支持力度，着力振兴实体经济。
　　服务深化供给侧结构性改革 
　　去年底召开的中央经济工作会议提出，2017年是供给侧结构性改革的深化之年。今年的《政府工作报告》提出，坚持以推进供给侧结构性改革为主线，把改善供给侧结构作为主攻方向，减少无效供给、扩大有效供给，更好适应和引导需求。
　　在新的形势下，国开行将以开发性金融为服务深化供给侧结构性改革作出新贡献。正如国开行党委副书记、行长郑之杰所言，国开行将从提高供给质量、扩大有效供给出发，充分发挥开发性金融建设市场、引领资金的优势，促进供给结构调整升级，以开发性金融创新发展推动实现高水平供需平衡。
　　今年初召开的国开行2017年度工作会议要求，要围绕“三去一降一补”精准发力，服务深化供给侧结构性改革。继续推动钢铁、煤炭等行业化解过剩产能；密切跟踪房地产市场政策变化，做好棚改货币化安置与去库存的衔接；稳步做好专项建设基金工作，加强投贷协同，助力优质企业调整债务结构；深化综合金融服务，贯彻减费让利政策，有效降低融资成本；集中力量支持补齐软硬基础设施短板，助力脱贫攻坚。同时，按照中央要求，国开行将下更大气力，抓好风险管控，不断增强经营发展的稳健性。
　　蓝图已绘就，奋发正当时。去年年末，国务院审定批准《国家开发银行章程》，明确“开发银行定位于开发性金融机构”，体现了党中央国务院对国开行工作和开发性金融的重视和肯定，标志着国开行“解决长期债信问题、搭建集团架构、推进立法”深化改革“三步走”战略完成，为国开行长远发展奠定了坚实基础、注入了持久动力。2017年，国开行将更加紧密地团结在以习近平同志为核心的党中央周围，以《章程》获批为契机，不忘初心、继续前进，聚焦战略重点，服务深化供给侧结构性改革，扎实做好各项工作，以优异成绩迎接党的十九大胜利召开。
",发布日期：2017-03-14 09:26,开发性金融发力供给侧结构性改革
,发布日期：2017-06-13 09:55,新服务　新体验
,责任编辑：liang,高铁推出“铁道宝”智能支付服务
,责任编辑：liang,世界银行专家与中国互联网金融协会探讨数字普惠金融发展
,责任编辑：yhao,人行赤峰市中支切实推进牧区普惠金融工作
,责任编辑：yhao,内蒙古首条高铁开通运营
,责任编辑：liang,中保协人身保险产品专家联盟成立 太保寿险徐敬惠当选联盟主席团主席
,责任编辑：liang,上半年全国规模以上工业企业利润总额同比增长22%
,责任编辑：liang,国新办举行当前经济形势新闻发布会
,责任编辑：hanhao34,贵州省贞丰县农商银行“黔农e贷”线上贷款正式启动
"
　　记者今天从民生银行获悉，该行日前与北京大学国家发展研究院共同成立了课题组，开展PPP资产标准化及流转问题的创新性专题研究。该项研究拟聚焦存量PPP资产标准化及流转的意义、PPP资产流转的风险评估与防控、PPP资产标准化与流转交易平台设立的必要性和可行性、交易平台设立的思路目标与功能以及运作机制等，开展深入分析与系统研究。
　　民生银行和北京大学国家发展研究院一致认为，PPP资产标准化和流转是解决PPP融资模式和退出机制中融资渠道窄、社会资本参与意愿低、退出障碍大、缺乏有效的风险控制等突出问题的关键，是促进PPP业务健康发展的关键抓手和解决方案，应积极探索建立PPP资产标准化和流转平台，为PPP存量资产顺畅流转提供支持。
",发布日期：2017-08-08 10:09,民生银行联合北大国发院开展PPP专题研究
,发布日期：2017-08-25 11:11,浙商银行上半年实现净利56.13亿元  同比增长18.56%
,责任编辑：虫儿飞hsj,人行鄄城县支行加大小微企业投入力度 支持地方经济发展
,责任编辑：yhao,北京银行金融援疆助力“一带一路”建设
,责任编辑：liang,孔子学院引领巴西南部汉语热
,责任编辑：liang,工商“微信办照”方便群众
,责任编辑：liang,我国上半年GDP同比增长6.9%
"
　　
　　图为李克强总理2016年6月20日下午到中国建设银行考察。 
　　从国务院常务会议部署，到普惠金融事业部挂牌，五大国有商业银行落实李克强总理的要求，用了不到两个月时间。
　　5月3日，李克强主持召开国务院常务会议，明确要求大型商业银行2017年内要完成普惠金融事业部设立。截至6月末，工、农、中、建、交五大国有商业银行设立普惠金融事业部具体方案已全部出台，总行普惠金融事业部均已正式挂牌。
　　“普惠金融事业部即将成为银行标配。”舆论如此评论，“这也意味着小微企业、‘三农’领域的融资难和融资贵等问题将得到进一步解决。”
　　“金融机构不能光看重大企业、忽视小企业，更不能‘晴天送伞、下雨撤伞’！”李克强在5月3日的常务会上指出，“要通过发展普惠金融，提高金融服务覆盖率和可得性，为实体经济提供有效支持。”
　　总理说：“大型商业银行一定要树立正确的理念，成为普惠金融的骨干力量。你们责无旁贷！”今年《政府工作报告》中也写道，鼓励大中型商业银行设立普惠金融事业部，国有大型银行要率先做到，实行差别化考核评价办法和支持政策，有效缓解中小微企业融资难、融资贵问题。
　　五大国有商业银行均表示，下一步，将加快步伐推进普惠金融事业部建设。工商银行将普惠金融事业部延伸至所有一级（直属）分行，计划年底在二级分行或重点支行建成230家小微金融业务专营机构。交通银行以敞口2000万元（含）以下的授信业务为突破口，建立“专营团队＋传统网点”机制，逐步推进事业部制派驻等模式。中国银行依托中银集团的资源，先期以中银富登村镇银行为基础，成立普惠金融事业部。
　　事实上，发展普惠金融不仅为小微企业和“三农”等实体经济发展提供支持，更是本届中央政府实施“定向调控”的重要工具。
　　李克强反复表示，发展普惠金融不仅需要金融机构努力和相关配套政策支持，也需要更加完善的监管政策：一方面，要根据贷款流量监管它们是否真正面向实体经济特别是“三农”、中小微企业等，另一方面也要关注相应的风险点，及时提示。
　　如今，五大国有商业银行除了挂牌成立相关部门，也已开始探索完善管理体制。建设银行在2017年一级分行KPI考核体系中新设了普惠金融指标，初步将普惠金融涉及的小微企业、涉农、个人创业等主要群体的融资服务纳入考核范围。农业银行则将服务“三农”的成熟事业部体制复制到普惠金融领域，形成“三农金融事业部+普惠金融事业部”的服务体系。
　　诚如李克强总理所言：“发展聚焦和服务小微企业的普惠金融，对于保障就业、助推经济升级意义重大。一定要让更多金融活水流向‘三农’和小微企业，切实支持实体经济发展。”
",发布日期：2017-07-17 09:41,总理定出时间表：五大国有商业银行全部设立普惠金融事业部
,责任编辑：虫儿飞hsj,夏县农商银行积极支持辖内小微企业发展 推动当地经济健康发展
,责任编辑：liang,北京将试运行“北京通-民政一卡通”
,责任编辑：yxt,第五届中国中小企业投融资交易会在京举办
,责任编辑：liang,布拉格—义乌中欧班列成功首发
,责任编辑：liang,光大银行卢森堡分行正式开业
,发布日期：2017-02-13 09:26,巩固东北经济企稳回升势头的策略
"
　　
　　制图：张芳曼 数据来源：各地政府工作报告
　　经济发展进入新常态以来，东北地区经济下行压力增大，部分行业和企业生产经营困难。背后的深层次问题有哪些？经济增长的主要矛盾是什么？发展面临怎样的新挑战？国家发改委振兴司司长周建平日前接受本报专访，回应社会关切。
　　经济增速偏低、分化加大、筑底企稳 
　　对于目前东三省经济运行总体情况，周建平用一句话概括：增速偏低、分化加大、筑底企稳。具体来看：
　　——吉林经济逐步企稳，有望率先稳中向好。去年GDP同比增6.9%，增速逐季回升，民营经济主营业务收入增速达到7.2%，现代服务、商贸流通、金融服务等新兴行业投资均保持两位数增长；
　　——黑龙江经济增速虽然低于全国平均水平，但大部分指标已基本稳住。去年GDP同比增6.1%，工业增加值、固定资产投资、地方财政收入、民间投资同比增速分别为2.0%、5.5%、-1.1%和7.9%；
　　——辽宁经济下行压力依然较大。传统产业占比较高、经济内生增长动力不强以及经济数据挤水分等共同作用下，去年GDP、工业增加值、固定资产投资为负增长。
　　“今年以来，东三省的部分先行指标有回暖趋势，但经济分化在加大。省与省、省会城市与其他地市、不同行业、不同企业之间的分化构成了东北经济的特点。”周建平说，比如区域内部，哈尔滨、长春、沈阳、大连这条中轴线上集中了东北50%—60%的经济总量，发展势头还不错。但西部地区靠近沙漠，资源、交通、环境、区位条件差一点，发展慢一些。行业当中，一些传统的原字号、初字号集中的地区和偏重资源型的城市产业行业发展比较困难，而新兴产业发展比较好。
　　国企改革是关键，“三供一业”分离移交 
　　周建平认为，东三省经济发展面临的困难主要体现在体制机制和结构性矛盾上。体制机制上看，政府职能转变相对较慢，经济发展活力不足，要素市场发育不健全，国有企业存在不少历史遗留问题，钢铁煤炭去产能分离安置人员难度大、渠道窄，民营经济发展不充分。
　　经济结构上看，新旧动能转换任务艰巨。一方面，传统产业增长乏力，对经济集中负向拉动效应显著，重点企业生产经营普遍不景气；另一方面，新兴产业规模小、比重低，短期增长远不能弥补传统行业下滑造成的缺口。同时，投资结构失衡问题突出，基础设施投资增速较高，产业领域投资增速明显偏低，部分地区民间投资严重下滑。
　　“着力完善体制机制，我认为，国企改革是其中关键。”周建平说，长期以来，东北国企战线拉得太长，布局不合理，竞争力不够强。不少国企尽管改制了，但并未真正建立现代企业制度、法人治理结构和用人机制；央企在国有经济中占比高，与地方融合发展不够紧密。目前，深化东北地区国企改革专项工作方案正在实施。比如在东三省各选10—20家地方国企试点混合所有制改革。
　　此外，东北国企改革和别的地方比，还有个难题是如何为企业减轻负担。现在，不少企业承担着“三供一业”（家属区水、电、暖和物业管理），以及幼儿园、学校等社会职能。目前，解决这些历史遗留问题正在加速。黑龙江已基本完成厂办大集体改革，在全国率先基本完成央企“三供一业”分离移交试点工作，其他两省的分离移交工作还在进行。
　　专项资金支持新兴产业集群 
　　周建平说，东北民企发展很快，数量也不少，对地方发展贡献大，但确实存在不足，概括起来是“四多四少”：生产企业较多，生产服务型企业少；一般型企业较多，科技型企业较少；从事低端产品生产的多，从事高端产品生产的少；小微企业较多，行业龙头领军企业较少。
　　去年12月，大连等13市确定为东北地区民营经济发展改革示范城市，重点通过政策环境、市场环境、金融环境、创新环境、人才环境、法治环境等六方面进行探索。目前，发改委正研究与全国工商联一起，对东北营商环境定期评估。将问题及时反馈给地方，加大改进力度。东北地区获批的两家民营银行——辽宁振兴银行股份有限公司、吉林亿联银行，筹建工作也在有序推进。
　　结构性矛盾是东北发展老大难，淘汰落后产能方面，周建平介绍，2016年东北地区全面完成钢铁煤炭过剩产能化解任务，部分指标超额完成。初步统计，去年东三省化解煤炭过剩产能4014万吨、钢铁产能1320万吨。
　　培育新动能方面，计划2017年在中央预算内资金中安排东北地区新动能培育专项资金、东北地区培育和发展新兴产业专项资金，重点支持东北地区高端装备制造、生物医药、新材料等领域的科技创新成果转化和新兴产业集群建设。发改委将会同科技部、工信部、国土部和国开行支持在老工业城市和资源型城市建设产业转型升级示范区。
　　东北和东部对口合作是全面东北振兴的亮点，周建平表示，通过学习合作可以发现自己的不足，更能改进现有工作。“但要强调的是，对口合作，不是帮扶，更不是援建。要用市场化方式开展建立全领域、全方位、多层次合作。”（解读人：国家发改委振兴司司长 周建平 采访人：记者 赵展慧）
",发布日期：2017-03-27 09:36,国家发改委：东北经济回暖，但分化在加大
,责任编辑：yhao,河北枣强：智能燃气设备借力“一带一路”闯市场
,责任编辑：yhao,银行进社区向群众宣传金融知识
,责任编辑：虫儿飞hsj,三门湾大桥的建设推动沿线经济社会发展
,发布日期：2017-03-13 09:21,国企改革：从“管企业”到“管资本”
"　　“今年将加快推进国企国资改革。要以提高核心竞争力和资源配置效率为目标，形成有效制衡的公司法人治理结构、灵活高效的市场化经营机制。”“深化混合所有制改革，在电力、石油、天然气、铁路、民航、电信、军工等领域迈出实质性步伐。”今年的政府工作报告将推进国企改革作为2017年的重点工作任务。 
　　国企改革步入“深水区”，需要在一些重点难点问题上实现突破性进展，金融在其中发挥的牵引和支撑作用日益明显。银行业等金融机构积极行动，通过债转股为企业降杠杆，设立产业基金助力国企转型升级，综合运用多种融资工具满足企业并购重组需求。 
　　通过债转股为企业降杠杆 
　　“要在控制总杠杆率的前提下，把降低企业杠杆率作为重中之重。促进企业盘活存量资产，推进资产证券化，支持市场化法治化债转股，加大股权融资力度，强化企业特别是国有企业财务杠杆约束，逐步将企业负债降到合理水平。”李克强总理在政府工作报告中强调。 
　　由于部分企业历史包袱较重，阻碍了企业转型发展，降低企业杠杆率成为国企改革的重要一环。 
　　在3月6日举行的政协记者会上，全国政协委员、中信集团董事长常振明表示，在去杠杆方面，债转股应成为主力。 
　　近期，工商银行与北京金隅股份有限公司、冀东发展集团有限责任公司、山东黄金集团、广州越秀集团有限公司等多家大型国企签订债转股协议。其中，工行将与山东黄金集团开展总规模约100亿元的债转股业务，用于降低山东黄金集团杠杆率，预计可使企业杠杆率下降10%左右。 
　　记者了解到，除工行外，农行、中行、建行、交行等其他几家大型银行以及浦发、招行等股份制银行也在积极参与债转股。 
　　“截至目前，市场化债转股签约金额4300多亿元，实施金额400多亿元。”银监会主席郭树清日前介绍称。 
　　为了更好地开展债转股业务，5家大型国有银行均已发起设立了债转股子公司，等待批复。 
　　银监会副主席王兆星3月7日在接受媒体采访时透露，银行设立债转股实施机构的申请已经上报国务院，预计上半年就能批设。 
　　设立产业基金助力国企转型升级 
　　近日，由邮储银行总行、陕西金资、陕煤化集团共同出资设立的百亿元级国企改革重大基金项目资金全部到位，这标志着邮储银行全国第一笔、陕西省内第一笔支持地方国企改革去杠杆项目成功落地。 
　　“该基金项目旨在服务地方经济，帮助和支持地方大型国有企业降低财务杠杆、调整产业结构，进一步深化国企改革。”邮储银行相关负责人认为。 
　　业内人士认为，银行支持国企改革重大基金项目，助力国企产业整合与改革升级的创新举措，是对“金融业应全力支持实体经济发展”的有力体现和明晰阐释。 
　　无独有偶。前不久，建行与陕西省人民政府签署了“丝路”系列基金战略合作协议。此次签约成立的3只基金——“陕西省国有企业改革发展基金”、“西咸新区丝路产业发展基金”和“陕西旅游产业投资基金”总规模达到700亿元，将助力陕西省国企改革发展、产业转型升级。 
　　在银行业人士看来，在深化国企改革的过程中，这种以银行资金为杠杆撬动社会资金参与的模式将逐渐成为趋势。 
　　综合化融资服务满足企业并购需求 
　　多位两会代表委员认为，2017年国企改革有望在规范中进行大规模的并购重组，积极探索混合所有制，加强核心竞争力，充分发挥国企的活力和影响力。 
　　为此，商业银行综合运用多种融资工具，满足改革并购重组需求。商业银行提供的融资产品和工具组合包括投行类理财计划、并购贷款、并购银团贷款、并购债券等。 
　　华夏银行深入研究企业金融需求，创新推出了“投、融、顾、信”全方位一体化金融服务方案。在提供财务顾问及信息撮合服务体系下结合投融资产品为企业制定战略，协助其寻找标的并提供配套金融产品及资金，满足企业各发展时期的金融需求，最终协助企业实现战略目标。 
　　浦发银行推出《上市公司并购金融服务方案》，其中不仅包含了“国资改革+上市公司整合重组”、“科技金融+上市公司收购”，还涵盖“境外上市公司私有化与再上市业务全流程服务”、“PE并购融资+上市公司收购”、“香港上市公司收购”等特色业务子方案。 
　　有专家建议，在国企改革推进过程中，商业银行可以更多地通过银行表外融资和债券市场，将并购重组相关资金需求对接投行类理财、直投的业务品种，既能有效满足国企改革多样化金融服务需求，也可扩大中间业务收入，提高银行市场竞争力。",发布日期：2017-03-15 08:35,发挥金融牵引支撑作用 深入推进国企改革
